"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00023293","2000-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.5",",W","0.0","0","0.0",",W","19",",W","11",",W","2",",W","","","","","0",",W","0",",W","0",",W","0",",W","0",",W","","","","","20000224",",,W","","","","","","","20000222",",,W","20000203",",,W","2.8",",W,24,","","","","","25.9",",,W,22,","20.0",",W,03,","840.5","0","183.5",",W","116.1",",,,W","","","","","","","","","12.01",",W","16.14",",,,W","7.87",",,,W","","","140",",W","150",",W","15.2",",W","19.2",",W"
"USW00023293","2000-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.3",",W","1.1","0","1.1",",W","6",",W","6",",W","0",",W","","","","","0",",W","0",",W","0",",W","6",",W","0",",W","","","","","20000308",",,W","","","","","","","20000308",",,W","20000331",",,W","3.9",",W,08,","","","","","13.7",",,W,08,","26.7",",W,31,","1012.9","0","172.4",",W","40.7",",,,W","","","","","","","","","12.81",",W","18.10",",,,W","7.51",",,,W","","","200",",W","190",",W","12.5",",W","14.3",",W"
"USW00023293","2000-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.8",",W","7.2","0","6.1",",W","7",",W","4",",W","0",",W","","","","","0",",W","0",",W","0",",W","12",",W","0",",W","","","","","20000429","+,,W","","","","","","","20000417",",,W","20000402",",,W","6.1",",W,29,+","","","","","5.1",",,W,17,","29.4",",W,02,","1112.1","0","99.2",",W","16.2",",,,W","","","","","","","","","15.23",",W","20.72",",,,W","9.74",",,,W","","","140",",W","140",",W","12.5",",W","16.1",",W"
"USW00023293","2000-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.8",",W","41.7","0","34.5",",W","6",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","18",",W","2",",W","","","","","20000512",",,W","","","","","","","20000515",",,W","20000521",",,W","6.1",",W,12,","","","","","5.1",",,W,15,","36.1",",W,21,","1175.1","0","63.0",",W","7.5",",,,W","","","","","","","","","17.41",",W","23.09",",,,W","11.74",",,,W","","","190",",W","200",",W","13.0",",W","16.1",",W"
"USW00023293","2000-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.6","3,W","101.0","0","59.3","2,W","2","2,W","1","2,W","0","2,W","","","","","0","2,W","0","2,W","0","2,W","27","2,W","3","2,W","","","","","20000611","+,2,W","","","","","","","20000607",",2,W","20000614",",2,W","10.0","2,W,11,+","","","","","4.6","2,,W,07,","41.1","2,W,14,","1192.7","0","17.6","2,W","6.6","2,,,W","","","","","","","","","19.82","2,W","26.05","2,,,W","13.59","2,,,W","","","320","2,W","360","2,W","9.8","2,W","11.2","2,W"
"USW00023293","2000-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.5",",W","140.4","0","39.4",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","1",",W","","","","","20000704",",,W","","","","","","","20000731",",,W","20000731",",,W","11.1",",W,04,","","","","","1.0",",,W,31,","32.2",",W,31,","7.8","0","7.8",",W","1.0",",,,W","","","","","","","","","19.35",",W","25.37",",,,W","13.33",",,,W","","","330",",W","330",",W","10.3",",W","11.2",",W"
"USW00023293","2000-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.2",",W","212.8","0","72.4",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","2",",W","","","","","20000820",",,W","","","","","","","20000830",",,W","20000801",",,W","11.1",",W,20,","","","","","0.3",",,W,30,","33.9",",W,01,","9.8","0","2.0",",W","0.3",",,,W","","","","","","","","","20.61",",W","26.86",",,,W","14.35",",,,W","","","330",",W","340",",W","9.8",",W","11.2",",W"
"USW00023293","2000-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.0",",X","293.0","0","80.2",",0","2",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","6",",0","2","","","","20000905",",,0","","","","","4","","20000901",",,0","20000919","+,,0","10.0",",0,05,","","","","","2.3",",,0,01,","36.7",",0,19,+","16.1","0","6.3",",0","2.6",",,,0","","","","","","","","","20.80",",0","27.63",",,,0","13.96",",,,0","","","210",",X","200",",X","11.2",",X","14.8",",X"
"USW00023293","2000-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.0",",X","298.0","0","5.0",",0","8",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","20",",0","0",",0","15","","","","20001031",",,0","","","","","5","","20001026",",,0","20001001",",,0","6.7",",0,31,","","","","","18.3",",,0,26,","28.3",",0,01,","73.5","0","57.4",",0","54.4",",,,0","","","","","","","","","16.64",",0","21.54",",,,0","11.74",",,,0","","","350",",X","30",",X","13.0",",X","19.2",",X"
"USW00023293","2000-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.1",",X","298.0","0","0.0",",0","7",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","4",",0","0",",0","12","","3","","20001112",",,0","","","","","4","","20001129",",,0","20001107","+,,0","1.7",",0,12,","","","","","6.4",",,0,29,","23.3",",0,07,+","290.5","0","217.0",",0","11.6",",,,0","","","","","","","","","11.10",",0","16.46",",,,0","5.74",",,,0","","","320",",X","320",",X","9.4",",X","11.2",",X"
"USW00023293","2000-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","1.6",",X","298.0","0","0.0",",0","5",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","14","","2","","20001230",",,0","","","","","","","20001212",",,0","20001216",",,0","1.1",",0,30,","","","","","2.8",",,0,12,","18.3",",0,16,","531.6","0","241.1",",0","7.0",",,,0","","","","","","","","","10.55",",0","15.76",",,,0","5.35",",,,0","","","330",",X","40",",X","9.8",",X","11.6",",X"
"USW00023293","2001-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.8",",X","0.0","0","0.0",",0","10",",0","6",",0","0",",0","","","","","0",",0","1",",0","0",",0","0",",0","0",",0","12","","","","20010117",",,0","","","","","1","","20010110",",,0","20010104","+,,0","-1.1",",0,17,","","","","","18.0",",,0,10,","18.3",",0,04,+","823.8","0","292.2",",0","65.4",",,,0","","","","","","","","","8.91",",0","14.30",",,,0","3.52",",,,0","","","130","1,X","120","1,X","15.6","1,X","19.2","1,X"
"USW00023293","2001-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.7",",X","0.0","0","0.0",",0","13",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","1",",0","0",",0","9","","","","20010201",",,0","","","","","1","","20010212",",,0","20010204",",,0","1.1",",0,01,","","","","","17.0",",,0,12,","22.8",",0,04,","1040.9","0","217.1",",0","101.1",",,,0","","","","","","","","","10.58",",0","15.12",",,,0","6.04",",,,0","","","290",",X","290",",X","15.6",",X","19.2",",X"
"USW00023293","2001-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.9",",X","1.7","0","1.7",",0","8",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","10","","2","","20010303",",,0","","","","","","","20010304",",,0","20010320",",,0","2.8",",0,03,","","","","","13.7",",,0,04,","26.7",",0,20,","1180.3","0","139.4",",0","34.9",",,,0","","","","","","","","","13.89",",0","19.48",",,,0","8.30",",,,0","","","120",",X","150",",X","14.3",",X","18.3",",X"
"USW00023293","2001-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.4",",X","3.4","0","1.7",",0","7",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","7",",0","0",",0","4","","","","20010414","+,,0","","","","","","","20010420",",,0","20010424",",,0","3.3",",0,14,+","","","","","13.0",",,0,20,","27.8",",0,24,","1354.6","0","174.3",",0","29.8",",,,0","","","","","","","","","12.58",",0","18.30",",,,0","6.86",",,,0","","","300",",X","290",",X","13.0",",X","15.6",",X"
"USW00023293","2001-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.3",",X","66.2","0","62.8",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","4",",0","4","","","","20010528","+,,0","","","","","","","20010531","+,,0","20010530",",,0","9.4",",0,28,+","","","","","0.0",",,0,31,+","37.2",",0,30,","1370.2","0","15.6",",0","0.0",",,,0","","","","","","","","","19.86",",0","27.18",",,,0","12.53",",,,0","0","4,W","330",",X","340",",X","10.7",",X","16.1",",X"
"USW00023293","2001-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.5",",X","128.4","0","62.2",",0","1",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","6",",0","1","","","","20010603",",,0","","","","","","","20010625",",,0","20010620",",,0","10.0",",0,03,","","","","","3.3",",,0,25,","35.0",",0,20,","1378.0","0","7.8",",0","3.3",",,,0","","","","","","","","","20.15",",0","27.10",",,,0","13.20",",,,0","","","340","1,X","210","1,X","10.7","1,X","13.0","1,X"
"USW00023293","2001-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.5",",X","181.2","0","52.8",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","2",",0","4","","","","20010722","+,,0","","","","","","","20010731","+,,0","20010703",",,0","11.7",",0,22,+","","","","","0.0",",,0,31,+","36.7",",0,03,","4.7","0","4.7",",0","0.0",",,,0","","","","","","","","","19.88",",0","25.86",",,,0","13.90",",,,0","","","330",",X","340",",X","10.3",",X","11.6",",X"
"USW00023293","2001-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.5",",X","236.1","0","54.9",",0","0",",0","0",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","1",",0","4","","","","20010820",",,0","","","","","","","20010822",",,0","20010807",",,0","11.7",",0,20,","","","","","0.0",",T,0,22,","32.2",",0,07,","7.7","0","3.0",",0","0.0",",T,,0","","","","","","","","","20.00",",0","26.06",",,,0","13.95",",,,0","","","340",",X","210",",X","9.8",",X","11.2",",X"
"USW00023293","2001-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.8",",X","272.0","0","35.9",",0","1",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","29",",0","1",",0","9","","","","20010929","+,,0","","","","","1","","20010924",",,0","20010930",",,0","10.6",",0,29,+","","","","","4.6",",,0,24,","35.0",",0,30,","12.2","0","4.5",",0","4.6",",,,0","","","","","","","","","19.38",",0","25.54",",,,0","13.22",",,,0","","","330",",X","330",",X","9.8",",X","10.7",",X"
"USW00023293","2001-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.5",",X","296.6","0","24.6",",0","1",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","9","","","","20011024",",,0","","","","","","","20011030",",,0","20011014","+,,0","8.3",",0,24,","","","","","2.5",",,0,30,","31.1",",0,14,+","40.5","0","28.3",",0","2.5",",,,0","","","","","","","","","18.22",",0","24.24",",,,0","12.20",",,,0","","","20",",X","30",",X","10.7",",X","13.9",",X"
"USW00023293","2001-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.6",",X","296.6","0","0.0",",0","10",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","8",",0","0",",0","10","","3","","20011127",",,0","","","","","","","20011112",",,0","20011108",",,0","2.8",",0,27,","","","","","21.6",",,0,12,","24.4",",0,08,","175.2","0","134.7",",0","56.3",",,,0","","","","","","","","","13.85",",0","18.81",",,,0","8.88",",,,0","","","130",",X","130",",X","16.1",",X","18.3",",X"
"USW00023293","2001-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.3",",X","296.6","0","0.0",",0","16",",0","8",",0","0",",0","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","20","","","","20011224","+,,0","","","","","","","20011202",",,0","20011207",",,0","2.2",",0,24,+","","","","","15.2",",,0,02,","18.9",",0,07,","416.2","0","241.0",",0","75.2",",,,0","","","","","","","","","10.56",",0","14.33",",,,0","6.79",",,,0","","","120",",X","120",",Z","15.6",",X","18.3",",W"
"USW00023293","2002-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.2",",X","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","","","0",",0","5",",0","0",",0","0",",0","0",",0","16","","3","","20020130",",,0","","","","","","","20020102",",,0","20020111","+,,0","-1.1",",0,30,","","","","","8.4",",,0,02,","17.2",",0,11,+","719.1","0","302.9",",0","17.6",",,,0","","","","","","","","","8.56",",0","13.42",",,,0","3.70",",,,0","0","3,W","140",",X","140",",X","10.3",",X","13.0",",X"
"USW00023293","2002-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","2.4",",X","0.0","0","0.0",",0","6",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","6",",0","0",",0","12","","","","20020202",",,0","","","","","","","20020217",",,0","20020222",",,0","0.6",",0,02,","","","","","8.9",",,0,17,","26.1",",0,22,","900.8","0","181.7",",0","19.7",",,,0","","","","","","","","","11.84",",0","17.47",",,,0","6.21",",,,0","0",",W","180",",X","180",",X","10.7",",X","13.4",",X"
"USW00023293","2002-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","","","","","","","","","3.3",",X","0.0","0","0.0",",0","7",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","8",",0","0",",0","8","","","","20020308",",,0","","","","","1","","20020317",",,0","20020331",",,0","2.2",",0,08,","","","","","14.0",",,0,17,","25.0",",0,31,","1091.0","0","190.2",",0","39.4",",,,0","","","","","","","","","12.20",",0","17.99",",,,0","6.41",",,,0","0",",W","320",",X","310",",X","13.9",",X","16.1",",X"
